25.07.23 12:52:13.396 [FelixStartLevel] INFO  org.eclipse.jetty.server.Server - jetty-11.0.22; built: 2024-06-27T16:27:26.756Z; git: e711d4c7040cb1e61aa68cb248fa7280b734a3bb; jvm 11.0.27+6
25.07.23 12:52:15.191 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Mapping API Response: [{"Id":1,"DeviceProfileId":7,"Parameter":"A","RegisterAddress":"1000","RegisterType":"INPUT_REGISTERS","DataType":"UINT16","Interval":"2000"},{"Id":2,"DeviceProfileId":8,"Parameter":"An","RegisterAddress":"1001","RegisterType":"HOLDING_REGISTERS","DataType":"INT16","Interval":"1000"},{"Id":3,"DeviceProfileId":8,"Parameter":"V","RegisterAddress":"1002","RegisterType":"INPUT_REGISTERS","DataType":"INT16","Interval":"3000"},{"Id":6,"DeviceProfileId":9,"Parameter":"A","RegisterAddress":"3000","RegisterType":"DISCRETE_INPUTS","DataType":"INT16","Interval":"4000"},{"Id":7,"DeviceProfileId":9,"Parameter":"B","RegisterAddress":"4000","RegisterType":"INPUT_REGISTERS","DataType":"UINT16","Interval":"5000"},{"Id":8,"DeviceProfileId":9,"Parameter":"C","RegisterAddress":"5000","RegisterType":"DISCRETE_INPUTS","DataType":"UINT16","Interval":"6000"},{"Id":11,"DeviceProfileId":7,"Parameter":"A","RegisterAddress":"1000","RegisterType":"DISCRETE_INPUTS","DataType":"BOOLEAN","Interval":"2000"},{"Id":12,"DeviceProfileId":7,"Parameter":"V","RegisterAddress":"2000","RegisterType":"COILS","DataType":"UINT16","Interval":"4000"},{"Id":13,"DeviceProfileId":7,"Parameter":"Vln","RegisterAddress":"3000","RegisterType":"DISCRETE_INPUTS","DataType":"INT16","Interval":"3000"},{"Id":14,"DeviceProfileId":7,"Parameter":"T","RegisterAddress":"3000","RegisterType":"COILS","DataType":"DOUBLE","Interval":"1000"},{"Id":15,"DeviceProfileId":7,"Parameter":"Tn","RegisterAddress":"2000","RegisterType":"INPUT_REGISTERS","DataType":"DOUBLE","Interval":"3000"},{"Id":18,"DeviceProfileId":12,"Parameter":"A","RegisterAddress":"1000","RegisterType":"HOLDING_REGISTERS","DataType":"INT16","Interval":"1000"}]
25.07.23 12:52:15.191 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Get Server Data Method Activated
25.07.23 12:52:15.201 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Server API Response: [{"Id":1,"ServerIpAddress":"127.0.0.1","ServerPort":"102","PoolSize":"4","UnitId":"1","Interval":"5000","Name":"server1"}]
25.07.23 12:52:15.201 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Parsed server: Name=server1, IP=127.0.0.1, Port=102, UnitId=1
25.07.23 12:52:15.201 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Starting channels.xml generation
25.07.23 12:52:15.286 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - channels.xml generated successfully at: C:\Users\Rightwatts\openmuc\modbus-to-modbus\modbusgateway\openmuc\framework/conf/channels.xml
25.07.23 12:52:15.286 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusConfigService - Generated channels.xml with 1 devices and 1 total channels
25.07.23 12:52:15.318 [FelixStartLevel] INFO  o.o.f.core.datamanager.DataManager - Activating Data Manager with config conf\channels.xml
25.07.23 12:52:15.340 [FelixStartLevel] WARN  o.o.f.core.datamanager.Device - No driver bundle available for configured driver: 'modbus'.
25.07.23 12:52:15.340 [FelixStartLevel] INFO  o.o.f.a.m.s.ModbusDataReaderService - Activating Modbus Data Reader Service
25.07.23 12:52:15.355 [FelixStartLevel] INFO  o.o.f.datalogger.ascii.AsciiLogger - Activating Ascii Logger
25.07.23 12:52:15.355 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Data logger registered: asciilogger
25.07.23 12:52:15.379 [FelixStartLevel] INFO  o.o.f.d.sql.SqlLoggerService - Activating SQL Logger
25.07.23 12:52:15.391 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Data logger registered: sqllogger
25.07.23 12:52:15.431 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Driver registered: aggregator
25.07.23 12:52:15.453 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Driver registered: modbus
25.07.23 12:52:15.456 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.driver.modbus.ModbusDriver - Set sampling timeout to 3000 ms.
25.07.23 12:52:15.460 [FelixStartLevel] INFO  o.o.f.lib.ssl.SslManagerComponent - SSL Component activated
25.07.23 12:52:15.478 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.m.tcp.ModbusTCPConnection - Modbus Device: 127.0.0.1:502 connected
25.07.23 12:52:15.603 [FelixStartLevel] INFO  o.o.f.s.i.server.Iec61850Server - Deactivating 61850 Server 75048594-fbe2-421c-b4c5-87af67a331b7
25.07.23 12:52:15.603 [FelixStartLevel] INFO  o.o.f.s.i.server.Iec61850Server - updated server mappings for 75048594-fbe2-421c-b4c5-87af67a331b7
25.07.23 12:52:15.603 [FelixStartLevel] INFO  o.o.f.core.datamanager.DataManager - Registered Server: iec61850.
25.07.23 12:52:15.741 [FelixStartLevel] INFO  o.o.f.server.restws.RestServer - Activating REST Server
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Channel Access Tool.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Channel Configurator.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Data Exporter.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Data Plotter.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Media Viewer.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Simple Demo Visualisation.
25.07.23 12:52:15.772 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin User Configurator.
25.07.23 12:52:15.772 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - Activating WebUI Base
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Channel Configurator
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Channel Access Tool
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Data Plotter
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Media Viewer
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Simple Demo Visualisation
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: User Configurator
25.07.23 12:52:15.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Data Exporter
25.07.23 12:52:15.857 [FelixStartLevel] INFO  org.apache.felix.webconsole - Servlet 3 bridge enabled
25.07.23 12:52:16.027 [OpenMUC Data Manager] WARN  o.o.f.d.sql.SqlLoggerService - Sql connection not established!
25.07.23 12:52:18.080 [OpenMUC Data Manager] WARN  o.o.f.d.sql.SqlLoggerService - Sql connection not established!
25.07.23 12:52:18.953 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] INFO  o.o.f.datalogger.sql.DbConnector - sql driver
25.07.23 12:52:19.003 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] INFO  o.o.f.datalogger.sql.DbConnector - URL is: jdbc:h2:retry:file:./data/h2/h2;AUTO_SERVER=TRUE;MODE=MYSQL
25.07.23 12:52:19.011 [CM Event Dispatcher (Fire ConfigurationEvent: pid=org.openmuc.framework.server.iec61850.server.Iec61850Server)] INFO  o.o.f.s.i.server.Iec61850Server - Deactivating 61850 Server 75048594-fbe2-421c-b4c5-87af67a331b7
25.07.23 12:52:19.050 [CM Event Dispatcher (Fire ConfigurationEvent: pid=org.openmuc.framework.server.iec61850.server.Iec61850Server)] INFO  o.o.f.s.i.server.Iec61850Server - No updates in mappings. Leaving server unchanged
25.07.23 12:52:19.060 [CM Event Dispatcher (Fire ConfigurationEvent: pid=org.openmuc.framework.server.iec61850.server.Iec61850Server)] INFO  o.o.f.core.datamanager.DataManager - Registered Server: iec61850.
25.07.23 12:52:20.016 [OpenMUC Data Manager] WARN  o.o.f.d.sql.SqlLoggerService - Sql connection not established!
25.07.23 12:52:21.090 [CM Configuration Updater (Update: pid=org.openmuc.framework.lib.ssl.SslManager)] INFO  o.o.framework.lib.ssl.SslManager - Successfully loaded
25.07.23 12:52:21.090 [CM Configuration Updater (Update: pid=org.openmuc.framework.server.iec61850.server.Iec61850Server)] INFO  o.o.f.s.i.server.Iec61850Server - Server 74fa5798-41f5-421d-8957-96b4205f0bc3 got update with {felix.fileinstall.filename=file:/C:/Users/Rightwatts/openmuc/modbus-to-modbus/modbusgateway/openmuc/framework/conf/properties/org.openmuc.framework.server.iec61850.server.Iec61850Server.cfg, port=10003, schedulingEnabled=true, sclPath=conf/iec61850-server-example.cid, service.pid=org.openmuc.framework.server.iec61850.server.Iec61850Server}
25.07.23 12:52:21.090 [CM Configuration Updater (Update: pid=org.openmuc.framework.server.iec61850.server.Iec61850Server)] INFO  o.o.f.s.i.server.Iec61850Server - Deactivating 61850 Server 74fa5798-41f5-421d-8957-96b4205f0bc3
25.07.23 12:52:30.354 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - Initializing data reading for 1 devices
25.07.23 12:52:30.358 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - Started data reading for device: devTest
25.07.23 12:52:30.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:30.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:32.363 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:32.363 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:34.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:34.365 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:34.955 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - RECIEVED SERVER DATA, [Server{name='server1', bindAddress='127.0.0.1', port=102, unitId=1, poolSize=4}]
25.07.23 12:52:34.956 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - serverConfig, Server{name='server1', bindAddress='127.0.0.1', port=102, unitId=1, poolSize=4}
25.07.23 12:52:34.956 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - Creating Modbus server: server1 on port 102
25.07.23 12:52:34.961 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - Initialized HOLDING_REGISTERS register at address 1000 for device devTest
25.07.23 12:52:34.969 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - Added process image for server server1 with unit ID 1
25.07.23 12:52:35.032 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - Successfully started Modbus server: server1 on 127.0.0.1:102
25.07.23 12:52:35.032 [pool-2-thread-1] INFO  o.o.f.a.m.server.ModbusServer - Successfully initialized 1 Modbus servers
25.07.23 12:52:36.364 [pool-3-thread-3] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:36.365 [pool-3-thread-3] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:38.364 [pool-3-thread-5] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:38.364 [pool-3-thread-5] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:40.371 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:40.378 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:42.363 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:42.364 [pool-3-thread-1] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:44.504 [pool-3-thread-7] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:44.619 [pool-3-thread-7] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:46.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:46.366 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:48.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:48.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:50.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:50.366 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:52.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:52.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:54.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:54.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:56.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:56.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:52:58.368 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:52:58.368 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:00.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:00.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:02.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:02.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:04.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:04.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:06.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:06.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:07.078 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 coils starting at 0 from server server1
25.07.23 12:53:08.101 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 coils starting at 0 from server server1
25.07.23 12:53:08.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:08.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:09.131 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 coils starting at 0 from server server1
25.07.23 12:53:10.164 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 coils starting at 0 from server server1
25.07.23 12:53:10.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:10.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:11.185 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 holding registers starting at 0 from server server1
25.07.23 12:53:12.207 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 10 holding registers starting at 0 from server server1
25.07.23 12:53:12.364 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:12.365 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:13.244 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:14.255 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:14.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:14.363 [pool-3-thread-6] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:15.284 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:16.308 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:16.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:16.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:17.329 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:18.364 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:18.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:18.366 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:19.399 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:20.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:20.365 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:20.425 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 0 from server server1
25.07.23 12:53:21.451 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 10 from server server1
25.07.23 12:53:22.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:22.365 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:22.476 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:23.501 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:24.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:24.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:24.534 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:25.549 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:26.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:26.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:26.567 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:27.600 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:28.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:28.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:28.617 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:29.646 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:30.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:30.366 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:30.663 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:31.686 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:32.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:32.365 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:32.709 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:33.730 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:34.363 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:34.364 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:34.757 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:35.780 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
25.07.23 12:53:36.375 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - record info INTEGER 0
25.07.23 12:53:36.375 [pool-3-thread-2] INFO  o.o.f.a.m.s.ModbusDataReaderService - Device devTest: read 1/1 channels successfully
25.07.23 12:53:36.807 [Modbus TCP Listener [port:102] Handler] INFO  o.o.f.a.m.server.ModbusServer - Client reading 0 holding registers starting at 1000 from server server1
